comment_id,comment_text,is_toxic
3070,How can someone be so ridiculous?,1
9573,"Such an insightful comment, great job!",0
8515,"Nicely written post, very engaging.",0
8708,"Amazing work, really loved your thoughts!",0
1280,"Be quiet, no one cares what you think.",1
7447,"Excellent work, really appreciate it!",0
8493,Really informative and thoughtful post.,0
1353,"This is so dumb, I can't believe it.",1
1091,"Shut up, no one wants to hear your opinion.",1
1145,"You're an idiot, no one likes you.",1
1352,This is such a pathetic attempt.,1
2680,"You're such a loser, get a life.",1
972,"What nonsense, you're clearly misinformed.",1
4940,This is the most ignorant thing I've ever read.,1
5571,Really informative and thoughtful post.,0
8033,"Nicely written post, very engaging.",0
5128,"Wow, this really changed my perspective, thank you!",0
9490,"Such a brilliant comment, well done!",0
8821,Keep up the good work!,0
3238,"No one likes you, you're just a fool.",1
8850,Well expressed and thoughtful opinion.,0
454,This is the most ignorant thing I've ever read.,1
747,"What a load of rubbish, you should be ashamed.",1
9141,Keep up with the good content!,0
3747,This is the most ignorant thing I've ever read.,1
6759,I completely disagree with this!,0
6839,"What a wonderful post, thank you!",0
3679,"You're worthless, get a life.",1
4765,"What a load of rubbish, you should be ashamed.",1
9029,I completely disagree with this!,0
985,"Be quiet, no one cares what you think.",1
5079,Very well articulated and respectful opinion.,0
1293,"Just shut up already, enough with your nonsense.",1
7874,Very well articulated and respectful opinion.,0
2600,How can someone be so ridiculous?,1
2927,"This is so dumb, I can't believe it.",1
7103,"Excellent work, really appreciate it!",0
6192,"Nicely written post, very engaging.",0
8802,"Such a brilliant comment, well done!",0
9730,Very well articulated and respectful opinion.,0
1681,This is the most ignorant thing I've ever read.,1
57,"No one likes you, you're just a fool.",1
2417,This is the most ignorant thing I've ever read.,1
9090,"Amazing work, really loved your thoughts!",0
3499,This is the most ignorant thing I've ever read.,1
2218,This is such a pathetic attempt.,1
4665,"You're worthless, get a life.",1
1031,"No one likes you, you're just a fool.",1
6918,Well expressed and thoughtful opinion.,0
7879,"What a wonderful post, thank you!",0
4879,This is absolutely terrible.,1
5899,"Such an insightful comment, great job!",0
7448,"Nicely written post, very engaging.",0
4521,"What nonsense, you're clearly misinformed.",1
4501,This is absolutely terrible.,1
8678,"Excellent work, really appreciate it!",0
7302,"Excellent work, really appreciate it!",0
7816,"Amazing work, really loved your thoughts!",0
1808,"This is so dumb, I can't believe it.",1
4190,"Shut up, no one wants to hear your opinion.",1
6295,"Great post, very well written.",0
494,"What a load of rubbish, you should be ashamed.",1
6457,"Such a brilliant comment, well done!",0
8131,"Nicely written post, very engaging.",0
1516,"You're an idiot, no one likes you.",1
8217,Thank you for this wonderful article!,0
2492,This is such a pathetic attempt.,1
7067,Keep up with the good content!,0
2036,This is absolutely terrible.,1
6173,"Such a brilliant comment, well done!",0
9916,Keep up the good work!,0
5666,"Excellent work, really appreciate it!",0
7846,"What a wonderful post, thank you!",0
1486,"What nonsense, you're clearly misinformed.",1
7848,"Great post, very well written.",0
9831,"Fantastic job, very enlightening!",0
8309,Really informative and thoughtful post.,0
9325,"Such a brilliant comment, well done!",0
4647,"Just shut up already, enough with your nonsense.",1
9940,Keep up with the good content!,0
84,This is the most ignorant thing I've ever read.,1
9176,"Great post, very well written.",0
1609,"You're worthless, get a life.",1
3837,This is such a pathetic attempt.,1
8752,Very informative and well researched.,0
4168,"You're worthless, get a life.",1
7488,"Your perspective really made me think, thank you!",0
2598,"Just stop already, your point makes no sense.",1
1998,"You must be kidding, how can you be so dumb?",1
2535,This is absolutely terrible.,1
8376,"Your perspective really made me think, thank you!",0
1878,This is so ignorant and offensive.,1
1204,"You're such a loser, get a life.",1
3684,"You're such a loser, get a life.",1
8991,"Such a brilliant comment, well done!",0
2778,How can someone be so ridiculous?,1
9317,I don't agree with this statement.,0
4642,This is absolutely terrible.,1
9818,Well expressed and thoughtful opinion.,0
3355,"Be quiet, no one cares what you think.",1
9693,Keep up with the good content!,0
2925,"Just stop already, your point makes no sense.",1
9642,"What a wonderful post, thank you!",0
6620,Thank you for this wonderful article!,0
4792,"What nonsense, you're clearly misinformed.",1
4959,How can someone be so ridiculous?,1
4972,"Just stop already, your point makes no sense.",1
5278,I completely disagree with this!,0
9231,"What a wonderful post, thank you!",0
7091,Keep up the good work!,0
9969,"Amazing work, really loved your thoughts!",0
6794,Well expressed and thoughtful opinion.,0
3691,"Shut up, no one wants to hear your opinion.",1
467,How can someone be so ridiculous?,1
9109,Keep up the good work!,0
7613,Really informative and thoughtful post.,0
9701,"Nicely written post, very engaging.",0
6939,Very informative and well researched.,0
6385,Thank you for this wonderful article!,0
4018,"You're an idiot, no one likes you.",1
8481,"Such a brilliant comment, well done!",0
2362,"Just stop already, your point makes no sense.",1
8,"This is just stupid, what are you even talking about?",1
4778,"You're such a loser, get a life.",1
6350,Thank you for this wonderful article!,0
6813,"Wow, this really changed my perspective, thank you!",0
405,"This is just stupid, what are you even talking about?",1
5822,"Amazing work, really loved your thoughts!",0
4034,This is the most ignorant thing I've ever read.,1
5133,Keep up with the good content!,0
3819,"What a load of rubbish, you should be ashamed.",1
1161,This is absolutely terrible.,1
3744,"Shut up, no one wants to hear your opinion.",1
7823,I don't agree with this statement.,0
5597,Keep up the good work!,0
7351,Keep up with the good content!,0
35,This is so ignorant and offensive.,1
3628,This is absolutely terrible.,1
1007,This is so ignorant and offensive.,1
3562,"This is so dumb, I can't believe it.",1
8441,Thank you for this wonderful article!,0
9484,"Excellent work, really appreciate it!",0
4189,"What nonsense, you're clearly misinformed.",1
9363,Well expressed and thoughtful opinion.,0
3847,"You must be kidding, how can you be so dumb?",1
8794,Well expressed and thoughtful opinion.,0
5825,I completely disagree with this!,0
136,"You're such a loser, get a life.",1
8964,"Nicely written post, very engaging.",0
8040,Keep up the good work!,0
4468,How can someone be so ridiculous?,1
1188,"What nonsense, you're clearly misinformed.",1
3491,This is absolutely terrible.,1
308,"Just shut up already, enough with your nonsense.",1
4731,"You're an idiot, no one likes you.",1
5901,"Nicely written post, very engaging.",0
333,"You're worthless, get a life.",1
6528,I completely disagree with this!,0
6674,Thank you for this wonderful article!,0
6821,Thank you for this wonderful article!,0
3202,"What nonsense, you're clearly misinformed.",1
2118,"What a load of rubbish, you should be ashamed.",1
8220,Keep up with the good content!,0
3734,"What nonsense, you're clearly misinformed.",1
2401,"What a load of rubbish, you should be ashamed.",1
8425,Really informative and thoughtful post.,0
3117,This is such a pathetic attempt.,1
5758,"Nicely written post, very engaging.",0
7478,I don't agree with this statement.,0
3506,"You're an idiot, no one likes you.",1
3972,This is the most ignorant thing I've ever read.,1
6703,Very well articulated and respectful opinion.,0
7687,"Excellent work, really appreciate it!",0
4222,"Just shut up already, enough with your nonsense.",1
4032,"You're worthless, get a life.",1
3859,"This is so dumb, I can't believe it.",1
2992,This is the most ignorant thing I've ever read.,1
8535,I don't agree with this statement.,0
2947,"You must be kidding, how can you be so dumb?",1
3060,"What nonsense, you're clearly misinformed.",1
9825,Well expressed and thoughtful opinion.,0
80,"What nonsense, you're clearly misinformed.",1
2025,"You're an idiot, no one likes you.",1
5776,"Nicely written post, very engaging.",0
7781,"Wow, this really changed my perspective, thank you!",0
704,"Just stop already, your point makes no sense.",1
8638,"Such an insightful comment, great job!",0
7196,"Fantastic article, very enlightening!",0
2400,"Just stop already, your point makes no sense.",1
7977,"Excellent work, really appreciate it!",0
8569,I don't agree with this statement.,0
8206,"Your perspective really made me think, thank you!",0
1259,"Just shut up already, enough with your nonsense.",1
1005,"Shut up, no one wants to hear your opinion.",1
4392,"Be quiet, no one cares what you think.",1
4091,"What a load of rubbish, you should be ashamed.",1
7167,"Fantastic article, very enlightening!",0
3084,This is the most ignorant thing I've ever read.,1
3005,"You're such a loser, get a life.",1
9145,Really informative and thoughtful post.,0
1312,This is such a pathetic attempt.,1
6269,"Such a brilliant comment, well done!",0
5919,"Excellent work, really appreciate it!",0
3852,"No one likes you, you're just a fool.",1
2385,"This is just stupid, what are you even talking about?",1
7916,Keep up with the good content!,0
1753,"Be quiet, no one cares what you think.",1
3894,"You're an idiot, no one likes you.",1
8664,Well expressed and thoughtful opinion.,0
4747,"What nonsense, you're clearly misinformed.",1
2914,"You must be kidding, how can you be so dumb?",1
1330,"Be quiet, no one cares what you think.",1
9083,"What a wonderful post, thank you!",0
4402,"Be quiet, no one cares what you think.",1
9304,"Such an insightful comment, great job!",0
399,"No one likes you, you're just a fool.",1
3910,"Just shut up already, enough with your nonsense.",1
5550,"Nicely written post, very engaging.",0
6087,"Great post, very well written.",0
9648,Very informative and well researched.,0
542,"This is just stupid, what are you even talking about?",1
660,"What nonsense, you're clearly misinformed.",1
8757,Keep up the good work!,0
5114,"Such a brilliant comment, well done!",0
8979,"Great post, very well written.",0
9746,I don't agree with this statement.,0
240,"What nonsense, you're clearly misinformed.",1
330,"You're worthless, get a life.",1
9305,"Your perspective really made me think, thank you!",0
3312,"What nonsense, you're clearly misinformed.",1
1619,"What a load of rubbish, you should be ashamed.",1
9763,Very well articulated and respectful opinion.,0
2140,"You must be kidding, how can you be so dumb?",1
8008,Very informative and well researched.,0
3069,"You must be kidding, how can you be so dumb?",1
8045,Thank you for this wonderful article!,0
5679,"Wow, this really changed my perspective, thank you!",0
688,How can someone be so ridiculous?,1
498,"Be quiet, no one cares what you think.",1
4614,"Just shut up already, enough with your nonsense.",1
4249,"Shut up, no one wants to hear your opinion.",1
9196,Very well articulated and respectful opinion.,0
8297,"Great post, very well written.",0
3144,"You must be kidding, how can you be so dumb?",1
5135,Keep up with the good content!,0
1661,This is absolutely terrible.,1
9533,Keep up the good work!,0
3462,How can someone be so ridiculous?,1
6905,I don't agree with this statement.,0
2283,"You're an idiot, no one likes you.",1
3430,"You must be kidding, how can you be so dumb?",1
457,"You're worthless, get a life.",1
8058,"What a wonderful post, thank you!",0
9370,Thank you for this wonderful article!,0
2710,"Shut up, no one wants to hear your opinion.",1
2985,"You're such a loser, get a life.",1
5539,Thank you for this wonderful article!,0
5855,"Excellent work, really appreciate it!",0
825,"You must be kidding, how can you be so dumb?",1
4545,This is the most ignorant thing I've ever read.,1
7878,"Amazing work, really loved your thoughts!",0
8037,Very well articulated and respectful opinion.,0
3796,"This is just stupid, what are you even talking about?",1
9537,Well expressed and thoughtful opinion.,0
4235,This is the most ignorant thing I've ever read.,1
1870,"This is just stupid, what are you even talking about?",1
5329,"Amazing work, really loved your thoughts!",0
8729,"Such a brilliant comment, well done!",0
8054,"Fantastic article, very enlightening!",0
7567,Well expressed and thoughtful opinion.,0
2825,"This is just stupid, what are you even talking about?",1
8955,"Wow, this really changed my perspective, thank you!",0
6163,"Nicely written post, very engaging.",0
275,"What a load of rubbish, you should be ashamed.",1
6232,I don't agree with this statement.,0
8061,"Great post, very well written.",0
4794,"Be quiet, no one cares what you think.",1
4998,"Just shut up already, enough with your nonsense.",1
6439,Really informative and thoughtful post.,0
7094,Thank you for this wonderful article!,0
4236,"You're worthless, get a life.",1
9608,"Such an insightful comment, great job!",0
2608,"You're such a loser, get a life.",1
9013,Really informative and thoughtful post.,0
1992,"You're an idiot, no one likes you.",1
2371,"What nonsense, you're clearly misinformed.",1
8114,Very well articulated and respectful opinion.,0
9835,"Such an insightful comment, great job!",0
4995,"Be quiet, no one cares what you think.",1
6158,"Amazing work, really loved your thoughts!",0
6610,I don't agree with this statement.,0
5930,Keep up the good work!,0
2527,"You're worthless, get a life.",1
4733,"Be quiet, no one cares what you think.",1
6866,"Wow, this really changed my perspective, thank you!",0
6663,Thank you for this wonderful article!,0
4406,"What nonsense, you're clearly misinformed.",1
8169,Keep up the good work!,0
1170,"You must be kidding, how can you be so dumb?",1
4877,"What a load of rubbish, you should be ashamed.",1
6818,"Excellent work, really appreciate it!",0
1123,This is absolutely terrible.,1
982,This is the most ignorant thing I've ever read.,1
5052,"Such an insightful comment, great job!",0
6711,Very well articulated and respectful opinion.,0
534,"What nonsense, you're clearly misinformed.",1
6197,"What a wonderful post, thank you!",0
9226,I don't agree with this statement.,0
4644,"This is just stupid, what are you even talking about?",1
3996,How can someone be so ridiculous?,1
1407,"You're worthless, get a life.",1
2128,How can someone be so ridiculous?,1
354,"This is so dumb, I can't believe it.",1
9797,"Such a brilliant comment, well done!",0
6911,"Excellent work, really appreciate it!",0
8476,"Fantastic article, very enlightening!",0
4609,"No one likes you, you're just a fool.",1
6064,"What a wonderful post, thank you!",0
1095,"This is just stupid, what are you even talking about?",1
8353,Keep up with the good content!,0
7697,"Your perspective really made me think, thank you!",0
839,How can someone be so ridiculous?,1
6316,"Great post, very well written.",0
2528,"You're an idiot, no one likes you.",1
2467,"You're such a loser, get a life.",1
9243,Thank you for this wonderful article!,0
7208,"Amazing work, really loved your thoughts!",0
6869,Keep up with the good content!,0
2510,"Shut up, no one wants to hear your opinion.",1
5938,Well expressed and thoughtful opinion.,0
3417,"You must be kidding, how can you be so dumb?",1
5328,Keep up the good work!,0
871,"No one likes you, you're just a fool.",1
792,How can someone be so ridiculous?,1
1081,"What a load of rubbish, you should be ashamed.",1
3093,This is absolutely terrible.,1
293,This is so ignorant and offensive.,1
473,"Shut up, no one wants to hear your opinion.",1
1970,"Just shut up already, enough with your nonsense.",1
1590,"No one likes you, you're just a fool.",1
3776,"This is just stupid, what are you even talking about?",1
3644,"No one likes you, you're just a fool.",1
593,"You're an idiot, no one likes you.",1
5720,I completely disagree with this!,0
2124,"No one likes you, you're just a fool.",1
994,"What nonsense, you're clearly misinformed.",1
4198,"Just shut up already, enough with your nonsense.",1
2181,This is so ignorant and offensive.,1
2309,"What nonsense, you're clearly misinformed.",1
5652,"Your perspective really made me think, thank you!",0
7285,"Excellent work, really appreciate it!",0
6575,"What a wonderful post, thank you!",0
